triplet_id,variant_type,input_hinglish,gemma_translation,reference_en
240,emphasis_shift,weak lag raha home ka inverter backup,weak is the inverter backup at home,Home Inverter Backup Wop Raha
241,base,app ka onboarding flow confusing laga,The app's onboarding flow was confusing.,app ka onboarding flow confusing laga
241,topic_fronting,onboarding flow confusing laga app ka,Onboarding flow seemed confusing to me in the app,app ka onboarding flow confusing laga
241,emphasis_shift,confusing laga app ka onboarding flow,confusing was the app onboarding flow,app ka onboarding flow confusing laga
242,base,phone ka notification badge clear nahi hua,The phone notification badge is not cleared.,Phone's notification badge not cleared
242,topic_fronting,notification badge clear nahi hua phone ka,notification badge not cleared from phone,Phone's notification badge not cleared
242,emphasis_shift,clear nahi hua phone ka notification badge,Clear the notification badge of the phone that is not clear.,Phone's notification badge not cleared
243,base,browser ka extension automatically disable hua,The browser extension automatically disabled.,browser ka extension automatically disable hua
243,topic_fronting,extension automatically disable hua browser ka,The automatically disable browser extension.,browser ka extension automatically disable hua
243,emphasis_shift,automatically disable hua browser ka extension,automatically disable browser extension,browser ka extension automatically disable hua
244,base,system ka storage cleanup recommend kar raha,System recommend storage cleanup,System storage cleanup recommended
244,topic_fronting,storage cleanup recommend kar raha system ka,Storage cleanup recommend to system,System storage cleanup recommended
244,emphasis_shift,recommend kar raha system ka storage cleanup,recommend system storage cleanup,System storage cleanup recommended
245,base,email ka attachment size limit cross ho gaya,The email attachment size limit has been crossed.,Email attachment size limit exceeded
245,topic_fronting,attachment size limit cross ho gaya email ka,The attachment size limit has been crossed in the email.,Email attachment size limit exceeded
245,emphasis_shift,cross ho gaya email ka attachment size limit,cross the email attachment size limit,Email attachment size limit exceeded
246,base,wifi ka password recently change hua,The wifi password was recently changed,wifi ka password recently change hua
246,topic_fronting,password recently change hua wifi ka,password recently change for wifi,wifi ka password recently change hua
246,emphasis_shift,change hua wifi ka password recently,change the password for the wifi recently,wifi ka password recently change hua
247,base,app ka dark mode option missing hai,The app is missing the option for dark mode.,app ka dark mode option missing hai
247,topic_fronting,dark mode option missing hai app ka,Dark mode option missing in the app,app ka dark mode option missing hai
247,emphasis_shift,missing hai app ka dark mode option,missing is app dark mode option,app ka dark mode option missing hai
248,base,file ka sync status stuck ho gaya,The file sync status is stuck,file ka sync status stuck ho gaya
248,topic_fronting,sync status stuck ho gaya file ka,sync status stuck on file,file ka sync status stuck ho gaya
248,emphasis_shift,stuck ho gaya file ka sync status,stuck in file sync status,file ka sync status stuck ho gaya
249,base,update ka changelog properly mention nahi,Update changelog properly mentions update,update ka changelog properly mention nahi
249,topic_fronting,changelog properly mention nahi update ka,changelog does not properly mention update,update ka changelog properly mention nahi
249,emphasis_shift,properly mention nahi update ka changelog,Not properly update the changelog,update ka changelog properly mention nahi
250,base,system ka boot time zyada lag raha,System is taking longer to boot,System boot time is taking longer
250,topic_fronting,boot time zyada lag raha system ka,boot time seems to be lagging system,System boot time is taking longer
250,emphasis_shift,zyada lag raha system ka boot time,more system boot time,System boot time is taking longer
251,base,doctor ka follow up visit next week hai,follow up visit next week doctor,doctor ka follow up visit next week hai
251,topic_fronting,follow up visit next week hai doctor ka,follow up visit next week doctor,doctor ka follow up visit next week hai
251,emphasis_shift,next week hai doctor ka follow up visit,next week is doctor's follow up visit,doctor ka follow up visit next week hai
252,base,medicine ka refill reminder set karna,Set a refill reminder for medicine,medicine ka refill reminder set karna
252,topic_fronting,refill reminder set karna medicine ka,Set reminder to refill medicine,medicine ka refill reminder set karna
252,emphasis_shift,set karna medicine ka refill reminder,set reminder for refill of medicine,medicine ka refill reminder set karna
253,base,clinic ka registration counter crowded tha,The registration counter at the clinic was crowded,clinic ka registration counter crowded tha
253,topic_fronting,registration counter crowded tha clinic ka,registration counter crowded at the clinic,clinic ka registration counter crowded tha
253,emphasis_shift,crowded tha clinic ka registration counter,crowded was the registration counter at the clinic,clinic ka registration counter crowded tha
254,base,test ka sample collection smooth raha,sample collection is smooth for the test,test ka sample collection smooth raha
254,topic_fronting,sample collection smooth raha test ka,sample collection is going smoothly with the test,test ka sample collection smooth raha
254,emphasis_shift,smooth raha test ka sample collection,smooth running sample collection for the test,test ka sample collection smooth raha
255,base,report ka turnaround time fast tha,The report turnaround time was fast.,report ka turnaround time fast tha
255,topic_fronting,turnaround time fast tha report ka,The turnaround time was fast.,report ka turnaround time fast tha
255,emphasis_shift,fast tha report ka turnaround time,fast was the report turnaround time,report ka turnaround time fast tha
256,base,prescribed diet follow karna mushkil lag raha,It is difficult to follow the prescribed diet.,Finding it difficult to follow the prescribed diet
256,topic_fronting,diet follow karna mushkil lag raha prescribed,It is difficult to follow the diet prescribed,Finding it difficult to follow the prescribed diet
256,emphasis_shift,mushkil lag raha prescribed diet follow karna,difficult to follow prescribed diet,Finding it difficult to follow the prescribed diet
257,base,exercise ka routine maintain nahi ho raha,The exercise routine is not being maintained.,Exercise routine is not being maintained
257,topic_fronting,routine maintain nahi ho raha exercise ka,Routine exercise maintenance not maintained,Exercise routine is not being maintained
257,emphasis_shift,maintain nahi ho raha exercise ka routine,maintain the routine of exercise,Exercise routine is not being maintained
258,base,doctor ka waiting time manageable laga,Doctor's waiting time was manageable,doctor ka waiting time manageable laga
258,topic_fronting,waiting time manageable laga doctor ka,Waiting time seems manageable to me as a doctor,doctor ka waiting time manageable laga
258,emphasis_shift,manageable laga doctor ka waiting time,Manageable I thought the doctor's waiting time was.,doctor ka waiting time manageable laga
259,base,medicine ka taste thoda bitter hai,The taste of medicine is a little bitter.,The taste of medicine is a little bitter
259,topic_fronting,taste thoda bitter hai medicine ka,The taste is a little bitter.,The taste of medicine is a little bitter
259,emphasis_shift,bitter hai medicine ka taste thoda,bitter is the taste of medicine,The taste of medicine is a little bitter
260,base,health checkup ka package affordable laga,The health checkup package was affordable.,health checkup ka package affordable laga
260,topic_fronting,package affordable laga health checkup ka,package seems affordable for a health checkup,health checkup ka package affordable laga
260,emphasis_shift,affordable laga health checkup ka package,affordable seemed like a package for a health checkup,health checkup ka package affordable laga
