triplet_id,variant_type,input_hinglish,llama_translation,reference_en
387,emphasis_shift,clean maintain tha journey ka rest stop,Keep the rest stops clean and well-maintained throughout the journey.,journey ka rest stop clean maintain tha
388,base,travel ka packing checklist useful prove hua,The travel packing checklist proved to be very useful.,travel ka packing checklist useful prove hua
388,topic_fronting,packing checklist useful prove hua travel ka,A packing checklist proves to be very useful for travel.,travel ka packing checklist useful prove hua
388,emphasis_shift,useful prove hua travel ka packing checklist,It proved to be useful for packing a travel checklist.,travel ka packing checklist useful prove hua
389,base,station ka exit signage clear nahi tha,The exit signage at the station was not clear.,station ka exit signage clear nahi tha
389,topic_fronting,exit signage clear nahi tha station ka,The exit signage was not clear for the station.,station ka exit signage clear nahi tha
389,emphasis_shift,clear nahi tha station ka exit signage,The exit signage of the station was not clear.,station ka exit signage clear nahi tha
390,base,travel ka itinerary flexible rakhna acha,It's good to keep the travel itinerary flexible.,It is good to keep your travel itinerary flexible
390,topic_fronting,itinerary flexible rakhna acha travel ka,Having a flexible itinerary is good for travel.,It is good to keep your travel itinerary flexible
390,emphasis_shift,flexible rakhna acha travel ka itinerary,It's a good idea to keep the travel itinerary flexible.,It is good to keep your travel itinerary flexible
391,base,hotel ka check in process smooth raha,The hotel's check-in process went smoothly.,hotel ka check in process smooth raha
391,topic_fronting,check in process smooth raha hotel ka,The hotel's check-in process went smoothly.,hotel ka check in process smooth raha
391,emphasis_shift,smooth raha hotel ka check in process,The hotel's check-in process was smooth.,hotel ka check in process smooth raha
392,base,room ka key card occasionally fail ho raha,The room key card occasionally fails to work.,room ka key card occasionally fail ho raha
392,topic_fronting,key card occasionally fail ho raha room ka,The key card occasionally fails for the room.,room ka key card occasionally fail ho raha
392,emphasis_shift,fail ho raha room ka key card occasionally,The room key card occasionally fails.,room ka key card occasionally fail ho raha
393,base,travel ka weather buffer plan me include tha,The travel plan included a weather buffer.,travel ka weather buffer plan me include tha
393,topic_fronting,weather buffer plan me include tha travel ka,I have included a weather buffer plan in my travel.,travel ka weather buffer plan me include tha
393,emphasis_shift,include tha travel ka weather buffer plan me,Include a travel weather contingency plan.,travel ka weather buffer plan me include tha
394,base,journey ka final leg comfortable raha,The final leg of the journey was comfortable.,journey ka final leg comfortable raha
394,topic_fronting,final leg comfortable raha journey ka,The final leg of the journey was comfortable.,journey ka final leg comfortable raha
394,emphasis_shift,comfortable raha journey ka final leg,The final leg of the journey was quite comfortable.,journey ka final leg comfortable raha
395,base,travel ka local commute easy mila,I managed to get a convenient local commute for travel.,travel ka local commute easy mila
395,topic_fronting,local commute easy mila travel ka,The local commute is quite easy for travel.,travel ka local commute easy mila
395,emphasis_shift,easy mila travel ka local commute,It's easy to get around for local travel.,travel ka local commute easy mila
396,base,tour ka guide instructions clearly de raha,The tour guide is giving clear instructions.,tour ka guide instructions clearly de raha
396,topic_fronting,guide instructions clearly de raha tour ka,The tour guide is explaining the instructions clearly.,tour ka guide instructions clearly de raha
396,emphasis_shift,clearly de raha tour ka guide instructions,The tour guide is clearly explaining the instructions.,tour ka guide instructions clearly de raha
397,base,travel ka pace sabke liye comfortable raha,The travel pace remained comfortable for everyone.,The pace of travel was comfortable for everyone
397,topic_fronting,pace sabke liye comfortable raha travel ka,The travel pace remained comfortable for everyone.,The pace of travel was comfortable for everyone
397,emphasis_shift,comfortable raha travel ka pace sabke liye,The travel pace was comfortable for everyone.,The pace of travel was comfortable for everyone
398,base,journey ka feedback form simple tha,The feedback form for the journey was simple.,journey ka feedback form simple tha
398,topic_fronting,feedback form simple tha journey ka,The feedback form is a simple part of the journey.,journey ka feedback form simple tha
398,emphasis_shift,simple tha journey ka feedback form,"The journey was simple, feedback form.",journey ka feedback form simple tha
399,base,travel ka overall impression positive raha,The overall impression of the trip was positive.,travel ka overall impression positive raha
399,topic_fronting,overall impression positive raha travel ka,The overall impression of the travel was positive.,travel ka overall impression positive raha
399,emphasis_shift,positive raha travel ka overall impression,The overall impression of the travel was positive.,travel ka overall impression positive raha
400,base,trip ka closure feeling satisfying laga,The trip's closure feeling was quite satisfying.,trip ka closure feeling satisfying laga
400,topic_fronting,closure feeling satisfying laga trip ka,It felt really satisfying to have closure after the trip.,trip ka closure feeling satisfying laga
400,emphasis_shift,satisfying laga trip ka closure feeling,It felt really satisfying to get closure from the trip.,trip ka closure feeling satisfying laga
401,base,calendar ka reminder automatically set ho gaya,The calendar reminder has been set automatically.,Calendar reminder set automatically
401,topic_fronting,reminder automatically set ho gaya calendar ka,The reminder has been automatically set in the calendar.,Calendar reminder set automatically
401,emphasis_shift,automatically set ho gaya calendar ka reminder,The calendar reminder has been set automatically.,Calendar reminder set automatically
402,base,phone ka vibration mode accidentally on tha,The phone's vibration mode got accidentally turned on.,phone ka vibration mode accidentally on tha
402,topic_fronting,vibration mode accidentally on tha phone ka,The vibration mode was accidentally turned on on my phone.,phone ka vibration mode accidentally on tha
402,emphasis_shift,accidentally on tha phone ka vibration mode,Accidentally on the phone's vibration mode.,phone ka vibration mode accidentally on tha
403,base,email ka subject line misleading laga,The email's subject line seems misleading.,email you are a subject
403,topic_fronting,subject line misleading laga email ka,The email subject line is misleading.,email you are a subject
403,emphasis_shift,misleading laga email ka subject line,The email subject line was misleading.,email you are a subject
404,base,file ka size limit exceed ho gaya,The file size limit has been exceeded.,File size limit exceeded
404,topic_fronting,size limit exceed ho gaya file ka,The file size has exceeded the limit.,File size limit exceeded
404,emphasis_shift,exceed ho gaya file ka size limit,The file size has exceeded the limit.,File size limit exceeded
405,base,browser ka tab accidentally close ho gaya,The browser tab was accidentally closed.,browser ka tab accidentally close ho gaya
405,topic_fronting,tab accidentally close ho gaya browser ka,The browser tab accidentally got closed.,browser ka tab accidentally close ho gaya
405,emphasis_shift,accidentally close ho gaya browser ka tab,The browser tab got accidentally closed.,browser ka tab accidentally close ho gaya
406,base,playlist ka shuffle mode off karna,Turn off the shuffle mode on the playlist.,playlist ka shuffle mode off karna
406,topic_fronting,shuffle mode off karna playlist ka,Turn off shuffle mode for the playlist.,playlist ka shuffle mode off karna
406,emphasis_shift,off karna playlist ka shuffle mode,Disable the shuffle mode on the playlist.,playlist ka shuffle mode off karna
407,base,video ka buffering issue baar baar aa raha,The video is constantly buffering.,Buffering issue of video is coming again and again
407,topic_fronting,buffering issue baar baar aa raha video ka,The video keeps buffering repeatedly.,Buffering issue of video is coming again and again
407,emphasis_shift,baar baar aa raha video ka buffering issue,The video keeps buffering repeatedly.,Buffering issue of video is coming again and again
408,base,system ka storage cleanup pending hai,The system's storage cleanup is pending.,system ka storage cleanup pending hai
408,topic_fronting,storage cleanup pending hai system ka,The system's storage cleanup is pending.,system ka storage cleanup pending hai
408,emphasis_shift,pending hai system ka storage cleanup,The system's storage cleanup is pending.,system ka storage cleanup pending hai
409,base,meeting ka follow up mail bhejna,Send a follow-up email after the meeting.,send a follow up email to a meeting
409,topic_fronting,follow up mail bhejna meeting ka,Send a follow-up email for the meeting.,send a follow up email to a meeting
409,emphasis_shift,bhejna meeting ka follow up mail,Send a follow-up email regarding the meeting.,send a follow up email to a meeting
410,base,task ka priority level change hua,The priority level of the task has been changed.,task ka priority level change hua
410,topic_fronting,priority level change hua task ka,The priority level of the task has been changed.,task ka priority level change hua
410,emphasis_shift,change hua task ka priority level,The priority level of the task has been changed.,task ka priority level change hua
411,base,office ka internet speed fluctuate kar raha,The office internet speed is fluctuating.,office ka internet speed fluctuate kar raha
411,topic_fronting,internet speed fluctuate kar raha office ka,The internet speed is fluctuating at the office.,office ka internet speed fluctuate kar raha
411,emphasis_shift,fluctuate kar raha office ka internet speed,The office internet speed is fluctuating.,office ka internet speed fluctuate kar raha
412,base,report ka formatting issue highlight hua,There is a formatting issue highlighted in the report.,report ka formatting issue highlight hua
412,topic_fronting,formatting issue highlight hua report ka,There is a formatting issue highlighted in the report.,report ka formatting issue highlight hua
412,emphasis_shift,highlight hua report ka formatting issue,The report's formatting has been highlighted as an issue.,report ka formatting issue highlight hua
413,base,client ka feedback document me add karna,Client feedback should be added to the document.,Add to client feedback document
413,topic_fronting,feedback document me add karna client ka,Adding the feedback document is a client requirement.,Add to client feedback document
413,emphasis_shift,add karna client ka feedback document me,Adding client feedback in the document.,Add to client feedback document
414,base,deadline ka buffer time helpful hota,Having a buffer time before the deadline is helpful.,deadline ka buffer time helpful hota
414,topic_fronting,buffer time helpful hota deadline ka,Having a buffer time is helpful in meeting the deadline.,deadline ka buffer time helpful hota
414,emphasis_shift,helpful hota deadline ka buffer time,Having a buffer time for the deadline is helpful.,deadline ka buffer time helpful hota
415,base,discussion ka summary notes me likhna,Writing a summary of the discussion in the notes.,discression you have a number of media.
415,topic_fronting,summary notes me likhna discussion ka,Summary notes should be written after the discussion.,discression you have a number of media.
415,emphasis_shift,likhna discussion ka summary notes me,Write a summary of the discussion in the notes.,discression you have a number of media.
416,base,team ka sync meeting weekly hota,The team has a weekly sync meeting.,team ka sync meeting weekly hota
416,topic_fronting,sync meeting weekly hota team ka,We have a weekly sync meeting with the team.,team ka sync meeting weekly hota
416,emphasis_shift,weekly hota team ka sync meeting,The team has a weekly sync meeting.,team ka sync meeting weekly hota
417,base,presentation ka slide order revise karna,Revising the order of the presentation slides.,presentation ka slide order revise karna
417,topic_fronting,slide order revise karna presentation ka,To revise the order of the slides in the presentation.,presentation ka slide order revise karna
417,emphasis_shift,revise karna presentation ka slide order,To revise the order of the presentation's slides.,presentation ka slide order revise karna
418,base,office ka pantry stock refill karna,The pantry stock in the office needs to be refilled.,office.
418,topic_fronting,pantry stock refill karna office ka,To refill the pantry stock is a part of office work.,office.
418,emphasis_shift,refill karna office ka pantry stock,To refill the office pantry stock.,office.
419,base,team ka workload evenly distribute karna,To distribute the team's workload evenly.,team ka workload evenly distribute karna
419,topic_fronting,workload evenly distribute karna team ka,To distribute the workload evenly is a team effort.,team ka workload evenly distribute karna
419,emphasis_shift,distribute karna team ka workload evenly,To distribute the workload evenly among the team.,team ka workload evenly distribute karna
420,base,project ka milestone tracker update hua,The project's milestone tracker has been updated.,project ka milestone tracker update hua
420,topic_fronting,milestone tracker update hua project ka,The project milestone tracker has been updated.,project ka milestone tracker update hua
420,emphasis_shift,update hua project ka milestone tracker,The project's milestone tracker has been updated.,project ka milestone tracker update hua
421,base,home ka grocery list ready karna,Prepare the grocery list for home.,home ka grocery list ready karna
421,topic_fronting,grocery list ready karna home ka,Make a grocery list for home.,home ka grocery list ready karna
421,emphasis_shift,ready karna home ka grocery list,Preparing a home grocery list.,home ka grocery list ready karna
422,base,kitchen ka sink water slow drain ho raha,The kitchen sink is draining water very slowly.,kitchen ka sink water slow drain ho raha
422,topic_fronting,sink water slow drain ho raha kitchen ka,The water in the kitchen sink is draining slowly.,kitchen ka sink water slow drain ho raha
422,emphasis_shift,slow drain ho raha kitchen ka sink water,The kitchen sink's water is draining slowly.,kitchen ka sink water slow drain ho raha
423,base,bedroom ka curtain rod loose ho gaya,The curtain rod in the bedroom has come loose.,Bedroom curtain rod became loose
423,topic_fronting,curtain rod loose ho gaya bedroom ka,The curtain rod in the bedroom has come loose.,Bedroom curtain rod became loose
423,emphasis_shift,loose ho gaya bedroom ka curtain rod,The curtain rod in the bedroom has come loose.,Bedroom curtain rod became loose
424,base,balcony ka plant watering schedule miss hua,I missed the watering schedule for the balcony plant.,balcony ka plant watering schedule miss hua
424,topic_fronting,watering schedule miss hua balcony ka plant,I missed the watering schedule for the plant on the balcony.,balcony ka plant watering schedule miss hua
424,emphasis_shift,miss hua balcony ka plant watering schedule,I forgot the watering schedule of the plant on the balcony.,balcony ka plant watering schedule miss hua
425,base,room ka dust accumulation noticeable lag raha,The dust accumulation in the room is quite noticeable.,room ka dust accumulation noticeable lag raha
425,topic_fronting,dust accumulation noticeable lag raha room ka,There is noticeable dust accumulation in the room.,room ka dust accumulation noticeable lag raha
425,emphasis_shift,noticeable lag raha room ka dust accumulation,There's a noticeable lag due to dust accumulation in the room.,room ka dust accumulation noticeable lag raha
426,base,study ka revision plan weekend pe banana,Make a study revision plan for the weekend.,you study revision plan weekend pe banana
426,topic_fronting,revision plan weekend pe banana study ka,Make a study plan for the weekend.,you study revision plan weekend pe banana
426,emphasis_shift,banana study ka revision plan weekend pe,I have a revision plan for the banana study that I need to complete over the weekend.,you study revision plan weekend pe banana
427,base,lecture ka attendance sheet late circulate hua,The attendance sheet for the lecture was circulated late.,lecture ka attendance sheet late circulate hua
427,topic_fronting,attendance sheet late circulate hua lecture ka,The attendance sheet for the lecture has been circulated late.,lecture ka attendance sheet late circulate hua
427,emphasis_shift,late circulate hua lecture ka attendance sheet,The attendance sheet for the lecture was circulated late.,lecture ka attendance sheet late circulate hua
428,base,course ka reading list lengthy lag raha,The course reading list is getting quite lengthy.,course ka reading list lengthy lag raha
428,topic_fronting,reading list lengthy lag raha course ka,The reading list is quite lengthy for this course.,course ka reading list lengthy lag raha
428,emphasis_shift,lengthy lag raha course ka reading list,The course reading list has been taking a long time to complete.,course ka reading list lengthy lag raha
429,base,assignment ka grading rubric clear tha,The grading rubric for the assignment was clear.,assignment ka grading rubric clear tha
429,topic_fronting,grading rubric clear tha assignment ka,The grading rubric is clear for the assignment.,assignment ka grading rubric clear tha
429,emphasis_shift,clear tha assignment ka grading rubric,The grading rubric for the assignment is clear.,assignment ka grading rubric clear tha
430,base,exam ka invigilation process smooth raha,The exam's invigilation process went smoothly.,exam ka invigilation process smooth raha
430,topic_fronting,invigilation process smooth raha exam ka,The invigilation process went smoothly for the exam.,exam ka invigilation process smooth raha
430,emphasis_shift,smooth raha exam ka invigilation process,The invigilation process for the exam went smoothly.,exam ka invigilation process smooth raha
431,base,syllabus ka overlap thoda confusing laga,The overlap in the syllabus is a bit confusing.,syllabus ka overlap thoda confusing laga
431,topic_fronting,overlap thoda confusing laga syllabus ka,The syllabus is a bit confusing and overlaps.,syllabus ka overlap thoda confusing laga
431,emphasis_shift,confusing laga syllabus ka overlap thoda,The syllabus is a bit confusing due to overlap.,syllabus ka overlap thoda confusing laga
432,base,practical ka evaluation criteria strict tha,The evaluation criteria were very strict.,practical ka evaluation criteria strict tha
432,topic_fronting,evaluation criteria strict tha practical ka,The evaluation criteria are very strict for practical.,practical ka evaluation criteria strict tha
432,emphasis_shift,strict tha practical ka evaluation criteria,The evaluation criteria for practical were very strict.,practical ka evaluation criteria strict tha
433,base,tutorial ka doubt clearing session helpful raha,The tutorial's doubt clearing session was helpful.,tutorial ka doubt clearing session helpful raha
433,topic_fronting,doubt clearing session helpful raha tutorial ka,The doubt clearing session was helpful for the tutorial.,tutorial ka doubt clearing session helpful raha
433,emphasis_shift,helpful raha tutorial ka doubt clearing session,The tutorial had a helpful doubt clearing session.,tutorial ka doubt clearing session helpful raha
434,base,notes ka diagram explanation clear tha,The diagram explanation of notes was clear.,notes ka diagram explanation clear tha
434,topic_fronting,diagram explanation clear tha notes ka,The diagram explanation is clear in the notes.,notes ka diagram explanation clear tha
434,emphasis_shift,clear tha notes ka diagram explanation,The diagram clearly explains the notes.,notes ka diagram explanation clear tha
435,base,online class ka audio occasionally break ho raha,The audio of the online class is occasionally breaking.,online class ka audio occasionally break ho raha
435,topic_fronting,audio occasionally break ho raha online class ka,The audio occasionally breaks during the online class.,online class ka audio occasionally break ho raha
435,emphasis_shift,occasionally break ho raha online class ka audio,The audio of the online class is occasionally breaking.,online class ka audio occasionally break ho raha
436,base,neighbour ka dog barking raat me zyada hota,The neighbour's dog barks a lot at night.,Neighbor's dog barks more at night
436,topic_fronting,dog barking raat me zyada hota neighbour ka,The dog barks a lot at night in the neighbour's house.,Neighbor's dog barks more at night
436,emphasis_shift,zyada hota neighbour ka dog barking raat me,The neighbour's dog barks too much at night.,Neighbor's dog barks more at night
437,base,society ka lift maintenance due ho gaya,The lift maintenance in society is due.,Society's lift maintenance became due
437,topic_fronting,lift maintenance due ho gaya society ka,The lift maintenance is due in the society.,Society's lift maintenance became due
437,emphasis_shift,due ho gaya society ka lift maintenance,The lift in our society is out of order.,Society's lift maintenance became due
438,base,water ka pressure subah kam hota,The water pressure is lower in the morning.,water pressure is less in the morning
438,topic_fronting,pressure subah kam hota water ka,The water pressure is low in the morning.,water pressure is less in the morning
438,emphasis_shift,kam hota water ka pressure subah,The water pressure is low in the morning.,water pressure is less in the morning
439,base,electricity ka outage notice pehle aaya,The electricity outage notice came earlier.,Electricity outage notice came first
439,topic_fronting,outage notice pehle aaya electricity ka,We received a power outage notice earlier.,Electricity outage notice came first
439,emphasis_shift,pehle aaya electricity ka outage notice,The electricity supply has been cut off.,Electricity outage notice came first
440,base,flat ka paint shade slightly dull laga,The paint of the flat's walls looks slightly dull.,flat ka paint shade slightly dull laga
440,topic_fronting,paint shade slightly dull laga flat ka,Add a slightly dull shade of paint to the flat.,flat ka paint shade slightly dull laga
440,emphasis_shift,slightly dull laga flat ka paint shade,The paint shade of the flat looks slightly dull.,flat ka paint shade slightly dull laga
441,base,door ka bell sound faint ho gaya,The doorbell's sound has become faint.,The distant bell sound has become faint
441,topic_fronting,bell sound faint ho gaya door ka,The doorbell is barely audible.,The distant bell sound has become faint
441,emphasis_shift,faint ho gaya door ka bell sound,The doorbell is ringing faintly.,The distant bell sound has become faint
442,base,laundry ka washing cycle longer laga,The washing cycle of the laundry machine should be set longer.,laundry ka washing cycle longer laga
442,topic_fronting,washing cycle longer laga laundry ka,The washing cycle should be set to a longer duration for the laundry.,laundry ka washing cycle longer laga
442,emphasis_shift,longer laga laundry ka washing cycle,The washing cycle is too long.,laundry ka washing cycle longer laga
443,base,garbage ka pickup schedule miss hua,The garbage pickup schedule was missed.,garbage ka pickup schedule miss hua
443,topic_fronting,pickup schedule miss hua garbage ka,The garbage pickup schedule has been missed.,garbage ka pickup schedule miss hua
443,emphasis_shift,miss hua garbage ka pickup schedule,The garbage pickup schedule has been missed.,garbage ka pickup schedule miss hua
444,base,app ka dark mode preference save nahi hua,The app's dark mode preference was not saved.,app ka dark mode preference save nahi hua
444,topic_fronting,dark mode preference save nahi hua app ka,The dark mode preference has not been saved in the app.,app ka dark mode preference save nahi hua
444,emphasis_shift,save nahi hua app ka dark mode preference,Your app's dark mode preference was not saved.,app ka dark mode preference save nahi hua
445,base,website ka login captcha repeatedly fail ho raha,The website's login captcha is repeatedly failing.,website ka login captcha repeatedly fail ho raha
445,topic_fronting,login captcha repeatedly fail ho raha website ka,The website's login is repeatedly failing due to a captcha issue.,website ka login captcha repeatedly fail ho raha
445,emphasis_shift,repeatedly fail ho raha website ka login captcha,The website's login captcha is repeatedly failing.,website ka login captcha repeatedly fail ho raha
446,base,phone ka software update overnight install hua,The phone's software was updated overnight.,phone ka software update overnight install hua
446,topic_fronting,software update overnight install hua phone ka,The phone received a software update overnight.,phone ka software update overnight install hua
446,emphasis_shift,overnight install hua phone ka software update,The phone's software was installed overnight.,phone ka software update overnight install hua
447,base,app ka logout issue security risk lag raha,The app's logout issue is turning out to be a security risk.,Logout issue of the app seems to be a security risk.
447,topic_fronting,logout issue security risk lag raha app ka,"The app is experiencing a logout issue, which poses a security risk and is causing a lag.",Logout issue of the app seems to be a security risk.
447,emphasis_shift,security risk lag raha app ka logout issue,The app's logout issue is posing a security risk.,Logout issue of the app seems to be a security risk.
448,base,browser ka bookmark folder accidentally delete hua,The bookmark folder in the browser was accidentally deleted.,browser ka bookmark folder accidentally delete hua
448,topic_fronting,bookmark folder accidentally delete hua browser ka,I accidentally deleted the bookmark folder from my browser.,browser ka bookmark folder accidentally delete hua
448,emphasis_shift,accidentally delete hua browser ka bookmark folder,I accidentally deleted the bookmark folder in my browser.,browser ka bookmark folder accidentally delete hua
449,base,system ka auto sleep feature annoying lag raha,The system's auto sleep feature is causing annoying lag.,system ka auto sleep feature annoying lag raha
449,topic_fronting,auto sleep feature annoying lag raha system ka,The auto sleep feature is causing annoying lag in the system.,system ka auto sleep feature annoying lag raha
449,emphasis_shift,annoying lag raha system ka auto sleep feature,The system's auto sleep feature is causing a lot of lag.,system ka auto sleep feature annoying lag raha
450,base,mobile data ka usage spike achanak aaya,There was a sudden spike in mobile data usage.,Mobile data usage spike came suddenly
450,topic_fronting,usage spike achanak aaya mobile data ka,There was an unexpected spike in mobile data usage.,Mobile data usage spike came suddenly
450,emphasis_shift,achanak aaya mobile data ka usage spike,There was a sudden spike in mobile data usage.,Mobile data usage spike came suddenly
451,base,lecture ka assignment submission portal open hua,The lecture's assignment submission portal has been opened.,lecture ka assignment submission portal open hua
451,topic_fronting,assignment submission portal open hua lecture ka,The assignment submission portal is now open for the lecture.,lecture ka assignment submission portal open hua
451,emphasis_shift,open hua lecture ka assignment submission portal,The lecture assignment submission portal has been opened.,lecture ka assignment submission portal open hua
452,base,exam ka seating arrangement notice late aaya,The seating arrangement notice for the exam was late.,exam ka seating arrangement notice late aaya
452,topic_fronting,seating arrangement notice late aaya exam ka,Notice for the seating arrangement has been late in coming for the exam.,exam ka seating arrangement notice late aaya
452,emphasis_shift,late aaya exam ka seating arrangement notice,The notice for the exam seating arrangement was late.,exam ka seating arrangement notice late aaya
453,base,course ka prerequisite document clearly mention tha,The course's prerequisite document clearly mentions that.,course ka prerequisite document clearly mention tha
453,topic_fronting,prerequisite document clearly mention tha course ka,The prerequisite document clearly mentions the course.,course ka prerequisite document clearly mention tha
453,emphasis_shift,clearly mention tha course ka prerequisite document,Clearly mention the course prerequisites and required documents.,course ka prerequisite document clearly mention tha
454,base,tutorial ka practice sheet helpful lagi,The practice sheet of the tutorial was very helpful.,tutorial ka practice sheet helpful lagi
454,topic_fronting,practice sheet helpful lagi tutorial ka,The practice sheet is very helpful for the tutorial.,tutorial ka practice sheet helpful lagi
454,emphasis_shift,helpful lagi tutorial ka practice sheet,The practice sheet is very helpful for the tutorial.,tutorial ka practice sheet helpful lagi
455,base,lab ka safety instruction board visible nahi,The safety instructions board in the lab is not visible.,lab ka safety instruction board visible nahi
455,topic_fronting,safety instruction board visible nahi lab ka,The safety instruction board is not visible in the lab.,lab ka safety instruction board visible nahi
455,emphasis_shift,visible nahi lab ka safety instruction board,The safety instructions for the lab are not visible.,lab ka safety instruction board visible nahi
456,base,syllabus ka mid semester split balanced laga,The syllabus is split into two halves at the mid-semester point.,syllabus ka mid semester split balanced laga
456,topic_fronting,mid semester split balanced laga syllabus ka,The syllabus seems to be evenly distributed in the middle of the semester.,syllabus ka mid semester split balanced laga
456,emphasis_shift,balanced laga syllabus ka mid semester split,The syllabus is balanced and split into two halves at the mid-semester point.,syllabus ka mid semester split balanced laga
457,base,project ka evaluation panel external tha,The project's evaluation panel was external.,project ka evaluation panel external tha
457,topic_fronting,evaluation panel external tha project ka,The project is being evaluated by an external panel.,project ka evaluation panel external tha
457,emphasis_shift,external tha project ka evaluation panel,The external project evaluation panel.,project ka evaluation panel external tha
458,base,seminar ka attendance mandatory mention hua,Attendance at the seminar is mandatory.,seminar ka attendance mandatory mention hua
458,topic_fronting,attendance mandatory mention hua seminar ka,Attendance is mandatory for the seminar.,seminar ka attendance mandatory mention hua
458,emphasis_shift,mandatory mention hua seminar ka attendance,Attendance at the seminar is mandatory.,seminar ka attendance mandatory mention hua
459,base,online quiz ka timer unexpectedly reset hua,The online quiz timer unexpectedly reset.,online quiz ka timer unexpectedly reset hua
459,topic_fronting,quiz ka timer unexpectedly reset hua online,The online quiz timer unexpectedly reset.,online quiz ka timer unexpectedly reset hua
459,emphasis_shift,unexpectedly reset hua online quiz ka timer,The online quiz timer got unexpectedly reset.,online quiz ka timer unexpectedly reset hua
460,base,class ka participation score calculate hoga,The participation score of the class will be calculated.,class ka participation score calculate hoga
460,topic_fronting,participation score calculate hoga class ka,The participation score will be calculated for the class.,class ka participation score calculate hoga
460,emphasis_shift,calculate hoga class ka participation score,The participation score will be calculated.,class ka participation score calculate hoga
461,base,society ka security guard shift change hua,The security guard of the society has changed shifts.,society ka security guard shift change hua
461,topic_fronting,security guard shift change hua society ka,The security guard shift has changed in the society.,society ka security guard shift change hua
461,emphasis_shift,shift change hua society ka security guard,"The shift has changed, now society's security guard.",society ka security guard shift change hua
462,base,building ka fire drill notice circulate hua,A fire drill notice has been circulated for the building.,building ka fire drill notice circulate hua
462,topic_fronting,fire drill notice circulate hua building ka,A fire drill notice has been circulated in the building.,building ka fire drill notice circulate hua
462,emphasis_shift,circulate hua building ka fire drill notice,The fire drill notice for the building has been circulated.,building ka fire drill notice circulate hua
463,base,parking ka visitor entry register missing tha,The parking visitor entry register was missing.,parking ka visitor entry register missing tha
463,topic_fronting,visitor entry register missing tha parking ka,The visitor entry register is missing for parking.,parking ka visitor entry register missing tha
463,emphasis_shift,missing tha parking ka visitor entry register,The visitor entry register for parking is missing.,parking ka visitor entry register missing tha
464,base,water tank ka cleaning schedule announced hua,The water tank cleaning schedule has been announced.,water tank ka cleaning schedule announced hua
464,topic_fronting,cleaning schedule announced hua water tank ka,The cleaning schedule has been announced for the water tank.,water tank ka cleaning schedule announced hua
464,emphasis_shift,announced hua water tank ka cleaning schedule,The cleaning schedule for the water tank has been announced.,water tank ka cleaning schedule announced hua
465,base,apartment ka maintenance bill generate hua,The apartment's maintenance bill has been generated.,apartment ka maintenance bill generate hua
465,topic_fronting,maintenance bill generate hua apartment ka,The apartment's maintenance bill has been generated.,apartment ka maintenance bill generate hua
465,emphasis_shift,generate hua apartment ka maintenance bill,The maintenance bill for the apartment has been generated.,apartment ka maintenance bill generate hua
466,base,staircase ka emergency light working nahi,The staircase's emergency light is not working.,staircase ka emergency light working nahi
466,topic_fronting,emergency light working nahi staircase ka,The emergency light is not working on the staircase.,staircase ka emergency light working nahi
466,emphasis_shift,working nahi staircase ka emergency light,The emergency light on the staircase is not working.,staircase ka emergency light working nahi
467,base,gate ka access card temporarily deactivate hua,The access card for the gate has been temporarily deactivated.,gate ka access card temporarily deactivate hua
467,topic_fronting,access card temporarily deactivate hua gate ka,The access card has temporarily deactivated the gate.,gate ka access card temporarily deactivate hua
467,emphasis_shift,temporarily deactivate hua gate ka access card,The access card to the gate has been temporarily deactivated.,gate ka access card temporarily deactivate hua
468,base,elevator ka weight sensor malfunction kar raha,The elevator's weight sensor is malfunctioning.,elevator ka weight sensor malfunction kar raha
468,topic_fronting,weight sensor malfunction kar raha elevator ka,The elevator's weight sensor is malfunctioning.,elevator ka weight sensor malfunction kar raha
468,emphasis_shift,malfunction kar raha elevator ka weight sensor,The elevator's weight sensor is malfunctioning.,elevator ka weight sensor malfunction kar raha
469,base,corridor ka lighting level insufficient laga,The lighting level in the corridor is insufficient.,corridor ka lighting level insufficient laga
469,topic_fronting,lighting level insufficient laga corridor ka,The lighting level in the corridor is insufficient.,corridor ka lighting level insufficient laga
469,emphasis_shift,insufficient laga corridor ka lighting level,The lighting level in the corridor is insufficient.,corridor ka lighting level insufficient laga
470,base,water purifier ka filter replacement due hai,The water purifier's filter needs to be replaced.,water purifier ka filter replacement due hai
470,topic_fronting,filter replacement due hai water purifier ka,The water purifier's filter needs to be replaced.,water purifier ka filter replacement due hai
470,emphasis_shift,due hai water purifier ka filter replacement,The due date for water purifier filter replacement.,water purifier ka filter replacement due hai
471,base,music app ka equalizer preset change hua,The equalizer preset in the music app has been changed.,music app ka equalizer preset change hua
471,topic_fronting,equalizer preset change hua music app ka,The equalizer preset has been changed in the music app.,music app ka equalizer preset change hua
471,emphasis_shift,change hua music app ka equalizer preset,The music app's equalizer preset has been changed.,music app ka equalizer preset change hua
472,base,cloud storage ka sync delay noticeable tha,The sync delay in cloud storage was noticeable.,cloud storage ka sync delay noticeable tha
472,topic_fronting,sync delay noticeable tha cloud storage ka,The sync delay is noticeable with cloud storage.,cloud storage ka sync delay noticeable tha
472,emphasis_shift,noticeable tha cloud storage ka sync delay,There is a noticeable delay in syncing cloud storage.,cloud storage ka sync delay noticeable tha
